Disease Name,Category,Symptoms,Severity,Causes
Personality Disorders,Disorder,"interpersonal difficulties, maladaptive coping, relationship instability, rigid personality traits",Medium,childhood experiences; genetic factors; environmental influences; attachment issues
Breathing-Related Sleep Disorders,Disorder,"dry mouth, breathing pauses, morning headaches, snoring, daytime sleepiness",High,obesity; anatomical abnormalities; neuromuscular disorders; congestive heart failure
Asbestosis,Disease,"weight loss, finger clubbing, shortness of breath, crackling sounds in lungs, chronic cough, fatigue, chest pain",Medium,asbestos fiber inhalation; occupational exposure; construction work; shipbuilding
Otitis Media,Disease,"ear pain, hearing difficulty, fluid drainage, tugging at ear",Medium,bacterial infection; viral infection; eustachian tube dysfunction; allergies
Inflammatory Bowel Disease,Disease,"abdominal pain, fever, fatigue, rectal bleeding, diarrhea",Medium,immune system dysfunction; genetic factors; environmental factors; gut microbiome
Insomnia,Disorder,"difficulty concentrating, early morning awakening, daytime fatigue, difficulty falling asleep, difficulty staying asleep",Medium,stress; anxiety; depression; caffeine; irregular schedule; medical conditions
Neurocognitive Disorders,Disorder,"executive dysfunction, memory impairment, cognitive decline, language problems",Medium,Alzheimer's disease; vascular disease; Lewy body disease; frontotemporal degeneration
Respiratory Disorders,Disease,"sputum production, cough, hypoxia, breathing difficulties, shortness of breath, chest pain",Low,infections; allergies; obstruction; genetic factors; environmental exposures
Irregular Sleep-Wake Rhythm Disorder,Disorder,"multiple naps, irregular sleep timing, daytime sleepiness, insomnia, mood disturbances, cognitive impairment",Low,neurological conditions; dementia; developmental disabilities; institutionalization
Scabies,Parasite,"excoriations, intense itching, regional lymphadenopathy, secondary infection, rash, burrows",Medium,Sarcoptes scabiei; skin-to-skin contact; fomite transmission; crowded conditions
Sjögren's Syndrome,Disease,"joint pain, fatigue, dry eyes, skin rash, dry mouth",Medium,autoimmune response; genetic factors; hormonal factors; viral infection
Circadian Rhythm Sleep Disorders,Disorder,"sleep timing problems, jet lag, advanced sleep phase, excessive sleepiness, insomnia",Low,disruption of circadian rhythm; travel; shift work; genetic factors
Rotavirus,Virus,"fever, severe diarrhea, loss of appetite, vomiting",Medium,Rotavirus; fecal-oral transmission; contaminated surfaces
Non-Hodgkin's Lymphoma,Disease,"abdominal pain, enlarged lymph nodes, fever, fatigue, itching, weight loss",Medium,B-cell or T-cell malignancy; genetic factors; immune suppression; viral infections
Cheyletiellosis,Parasite,"pruritic dermatitis, excoriations, scaling, secondary infection, erythema, papules",Low,Cheyletiella mites; contact with infested animals; walking dandruff; zoonotic transmission
Heart Failure,Disease,"rapid heartbeat, shortness of breath, fatigue, swelling",Medium,coronary artery disease; hypertension; cardiomyopathy; valve disease; arrhythmia
Pressure Ulcers,Disease,"swelling, infection, drainage, odor, red skin, pain, skin breakdown",High,immobility; poor nutrition; moisture; friction; shear forces
Unspecified Insomnia Disorder,Disorder,"diagnostic uncertainty, daytime impairment, sleep disturbance, insomnia symptoms, insufficient information, symptoms present",Low,unknown; multiple possible factors; awaiting further evaluation
Asthma,Disease,"difficulty sleeping, shortness of breath, fatigue, coughing, wheezing",Low,genetic predisposition; environmental allergens; air pollution; respiratory infections; stress
COVID-19,Virus,"loss of taste, sore throat, body aches, fever, loss of smell, diarrhea, cough, shortness of breath, fatigue",Medium,SARS-CoV-2 virus; respiratory droplets; surface contamination; asymptomatic transmission
Central Disorders of Hypersomnolence,Disorder,"cataplexy, long sleep duration, hypnagogic hallucinations, sleep paralysis, sleep inertia, excessive sleepiness",Medium,idiopathic; neurological conditions; medications; substance use
Periodontal Disease,Disease,"bad breath, loose teeth, bleeding gums, swollen gums",Medium,poor oral hygiene; plaque buildup; smoking; diabetes; medications; genetic factors
Pediculosis,Parasite,"excoriations, itching, regional lymphadenopathy, lice visible, nits on hair",Low,Pediculus humanus; head-to-head contact; shared combs/brushes; crowded conditions
Pheochromocytoma,Disease,"tremor, sweating, hypertension, weight loss, headache",Medium,adrenal gland tumor; genetic mutations; familial syndromes; sporadic occurrence
Ciliopathies,Disease,"developmental delay, organ dysfunction, skeletal abnormalities, kidney problems, cardiac defects",High,ciliary dysfunction; genetic mutations; various inheritance patterns
Advanced Sleep Phase Disorder,Disorder,"evening sleepiness, early sleep onset, social impairment, difficulty staying awake in evening, morning insomnia, early wake time",Low,genetic factors; circadian rhythm abnormalities; aging
Reye's Syndrome,Disease,"seizures, coma, confusion, brain swelling, vomiting, liver dysfunction",High,aspirin use in viral infection; varicella virus; influenza virus; metabolic disorder
Bipolar Disorder,Disorder,"mood swings, increased energy, depressed mood, impulsive behavior, elevated mood",High,genetic factors; brain chemistry; stress; trauma; substance abuse
Fungal Endocarditis,Fungus,"fever, weight loss, petechiae, mycotic aneurysms, embolic events",High,Candida species; Aspergillus species; immune deficiency; prosthetic valves
Coronary Artery Disease,Disease,"nausea, chest pain, sweating, fatigue, shortness of breath",High,atherosclerosis; high cholesterol; hypertension; smoking; diabetes; family history
Typhoid Fever,Bacteria,"cough, weakness, abdominal pain, persistent fever, loss of appetite, headache, fatigue",Medium,Salmonella typhi; contaminated food/water; poor hygiene
Shift Work Sleep Disorder,Disorder,"insomnia, mood disturbances, fatigue, excessive sleepiness",Medium,shift work; circadian rhythm disruption; inadequate sleep opportunity
Chickenpox,Virus,"itching, fatigue, fever, rash",Low,Varicella-zoster virus; airborne transmission; direct contact
Parkinson's Disease,Disease,"bradykinesia, balance problems, tremor, speech changes, stiffness, difficulty walking, depression",Medium,genetic factors; environmental toxins; age; head trauma; oxidative stress
Sleep Disorders,Disorder,"mood disturbances, insomnia, abnormal sleep patterns, behavioral problems, cognitive impairment, excessive sleepiness",Low,circadian rhythm disorders; medical conditions; medications; lifestyle factors
Cheyletiellosis,Parasite,"scaling, erythema, pruritic dermatitis, secondary infection",Low,Cheyletiella mites; contact with infested animals; walking dandruff; zoonotic transmission
Strongyloidiasis,Parasite,"rash, weight loss, cough, diarrhea, abdominal pain",High,Strongyloides stercoralis; skin penetration; contaminated soil; autoinfection
Pediatric Disorders,Disease,"growth retardation, learning difficulties, organ dysfunction, recurrent infections, developmental delays",High,genetic factors; congenital abnormalities; infections; nutritional deficiencies
Sleep-Related Disorders Not Otherwise Specified,Disorder,"various sleep-related symptoms, not fitting other categories, specific symptoms vary",Low,various; medical conditions; medications; environmental factors
Amyotrophic Lateral Sclerosis,Disease,"cognitive changes, emotional changes, difficulty swallowing, muscle weakness, muscle twitching, difficulty speaking, fatigue",High,unknown; genetic factors; environmental factors; military service
Amyotrophic Lateral Sclerosis,Disease,"difficulty speaking, muscle twitching, muscle weakness, emotional changes, cognitive changes, difficulty swallowing",High,unknown; genetic factors; environmental factors; military service
Musculoskeletal Disorders,Disease,"reduced mobility, pain, functional impairment, stiffness, deformity, inflammation",Medium,joint/cartilage problems; muscle disorders; bone diseases; genetic factors
Necrotizing Enterocolitis,Disease,"apnea, feeding intolerance, bloody stools, abdominal distension",High,premature birth; formula feeding; intestinal immaturity; bacterial overgrowth
Central Disorders of Hypersomnolence,Disorder,"sleep inertia, long sleep duration, hypnagogic hallucinations, excessive sleepiness",Medium,idiopathic; neurological conditions; medications; substance use
Sleep-Related Movement Disorders,Disorder,"daytime fatigue, insomnia, sleep disruption, periodic limb movements, restless legs",Medium,genetic factors; iron deficiency; renal failure; pregnancy
Bipolar Disorder,Disorder,"impulsive behavior, elevated mood, mood swings, depressed mood",Medium,genetic factors; brain chemistry; stress; trauma; substance abuse
Adjustment Disorders,Disorder,"functional impairment, acting out, anxiety, behavioral changes, withdrawal, emotional distress, depression",Medium,stressful life events; major life changes; trauma; loss
Iron Deficiency Anemia,Disease,"weakness, fatigue, brittle nails, pale skin",Medium,inadequate iron intake; blood loss; poor absorption; pregnancy; heavy menstruation
Cysticercosis,Parasite,"seizures, focal neurological deficits, increased intracranial pressure, headache",Low,Taenia solium; fecal-oral transmission; undercooked pork; autoinfection
Personality Disorders,Disorder,"rigid personality traits, maladaptive coping, impulsivity, interpersonal difficulties",Medium,childhood experiences; genetic factors; environmental influences; attachment issues
Monkeypox,Virus,"fever, swollen lymph nodes, rash, headache",Medium,Monkeypox virus; contact with infected animals; human-to-human transmission
Middle East Respiratory Syndrome,Virus,"fever, cough, vomiting, shortness of breath, nausea, abdominal pain",High,MERS-CoV virus; contact with infected camels; nosocomial transmission
Psoriasis,Disease,"bleeding, joint pain, itchy skin, dry skin, silvery scales, red patches",Low,immune system dysfunction; genetic factors; stress; infection; medication
Allergic Rhinitis,Disease,"itchy nose, sneezing, postnasal drip, congestion, runny nose, fatigue, itchy eyes",Medium,pollen; dust mites; pet dander; mold; environmental allergens
Lyme Disease,Bacteria,"fatigue, bull's-eye rash, swollen lymph nodes, fever, headache, muscle pain",Medium,Borrelia burgdorferi; deer tick bites; outdoor activities
Hematopoietic Disorders,Disease,"infection susceptibility, anemia, thrombosis, bleeding disorders",Medium,bone marrow dysfunction; genetic mutations; acquired disorders; nutritional deficiencies
Pertussis,Bacteria,"fatigue, whooping sound, severe coughing fits, runny nose",High,Bordetella pertussis; respiratory droplets; close contact
Epilepsy,Disease,"seizures, fatigue, muscle pain, loss of consciousness, convulsions, headache, confusion",Medium,genetic factors; brain injury; infection; stroke; brain tumors
Pulmonary Embolism,Disease,"rapid heartbeat, cough, chest pain, sudden shortness of breath, dizziness",High,deep vein thrombosis; blood clot in lungs; immobility; surgery; cancer
Ciliopathies,Disease,"developmental delay, kidney problems, organ dysfunction, skeletal abnormalities",High,ciliary dysfunction; genetic mutations; various inheritance patterns
Atrial Fibrillation,Disease,"fatigue, chest pain, shortness of breath, dizziness, irregular heartbeat, palpitations",High,hypertension; heart disease; thyroid problems; sleep apnea; alcohol
Grief Reactions,Disorder,"emotional pain, guilt, anger, anxiety, sadness, yearning",Medium,loss of loved one; significant life changes; traumatic events
