Disease Name,Category,Symptoms,Severity,Causes
Hypertension,Disease,chest pain; blurred vision; bursitis; nosebleeds; shortness of breath; diabetes; hematemesis,Medium,Genetic factors; Obesity; High salt intake; Stress; Lack of exercise; Smoking
Dyslexia,Disorder,poor comprehension; letter reversal; amebiasis; spelling problems; reading difficulties; slow reading speed,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Dengue,Virus,leukocytosis; joint pain; severe headache; muscle pain; rash; high fever; bleeding,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Dyscalculia,Disorder,difficulty understanding math concepts; calculation errors; math difficulties; poor spatial reasoning; number sense problems; macracanthorhynchus,Low,Genetic factors; Brain structure differences; Prenatal exposure; Learning experiences; Neurological factors
Dyscalculia,Disorder,calculation errors; ARDS; immune deficiency; difficulty understanding math concepts; math difficulties; number sense problems; memory issues with numbers; poor spatial reasoning,Low,Genetic factors; Brain structure differences; Prenatal exposure; Learning experiences; Neurological factors
Lyme Disease,Bacteria,bulls-eye rash; swollen lymph nodes; ulcer; joint pain; muscle pain; rectal bleeding; fever; headache; fatigue,Medium,Borrelia burgdorferi; Tick bite; Deer tick transmission
Strep Throat,Bacteria,asthma; difficulty swallowing; SIADH; long QT syndrome; fever; swollen lymph nodes; white patches on tonsils,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Dyslexia,Disorder,slow reading speed; reading difficulties; hookworm; guillain-barre syndrome; letter reversal; phonological awareness issues; osteomyelitis,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Osteoarthritis,Disease,excessive thirst;  paragonimiasis; shock; crepitus; joint swelling; muscle weakness; joint stiffness; reduced range of motion,Medium,Age; Joint injury; Obesity; Genetic factors; Repetitive joint use
Anthrax,Bacteria,vomiting; shortness of breath; nausea; fatigue; bundle branch block; fever; skin ulcers,High,Bacillus anthracis; Contact with infected animals; Biological weapon
Dengue,Virus,rash; schistosomiasis; bleeding; high fever; muscle pain; pain behind eyes; severe headache,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Dyslexia,Disorder,pyelonephritis; COPD; poor comprehension; letter reversal; reading difficulties; spelling problems; phonological awareness issues,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Eating Disorders,Disorder,binge eating; meningitis; body image distortion; alveococcus; obsession with food; restrictive eating; purging; fear of gaining weight; hyperthyroidism,High,Genetic factors; Psychological factors; Cultural pressures; Trauma; Low self-esteem; Perfectionism
Alzheimer's Disease,Disease,difficulty with problem-solving; disorientation; confusion; mood changes; difficulty with familiar tasks; ligament tear; memory loss,High,Genetic factors; Age; Family history; Cardiovascular disease; Head trauma; Lifestyle factors
Sickle Cell Anemia,Disorder,pain crises; frequent infections; delayed growth; shortness of breath; tremors; fatigue,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Bipolar Disorder,Disorder,irritability; jaundice; TIA; depression; sleep disturbances; sparganosis; impulsivity,High,Genetic factors; Brain chemistry; Stress; Trauma; Substance abuse; Medical conditions
Syphilis,Bacteria,gigantorhynchus; rash; hair loss; joint pain; fever; fatigue; chancre sore; neurological symptoms,High,Treponema pallidum; Sexual transmission; Congenital transmission
Rubella,Virus,joint pain; hematemesis; rash; runny nose; headache; leishmaniasis; swollen lymph nodes; granulosus,Medium,Rubella virus; Airborne transmission; Congenital transmission
Botulism,Bacteria,slurred speech; cushing syndrome; double vision; difficulty swallowing; drooping eyelids; blurred vision,High,Clostridium botulinum toxin; Contaminated food; Wound infection; Infant intestinal infection
Sleep Apnea,Disorder,difficulty concentrating; loud snoring; cirrhosis; dry mouth; morning headaches; daytime sleepiness,Medium,Obesity; Neck anatomy; Age; Family history; Smoking; Alcohol use
Syphilis,Bacteria,fatigue; neurological symptoms; rash; fever; davainea; hair loss; nosebleeds; chancre sore; joint pain,High,Treponema pallidum; Sexual transmission; Congenital transmission
Diabetes Type 2,Disease,increased thirst; fatigue; blurred vision; fasciolopsiasis; taenia; increased hunger; frequent infections; cushing syndrome; frequent urination; slow-healing sores,Medium,Insulin resistance; Genetic factors; Obesity; Sedentary lifestyle; Poor diet
Strep Throat,Bacteria,swollen lymph nodes; brain abscess; rash; sore throat; fever; white patches on tonsils; difficulty swallowing,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Leprosy,Bacteria,ARDS; muscle weakness; eye problems; numbness; cold sweats; skin lesions; chronic nasal congestion,Medium,Mycobacterium leprae; Prolonged close contact; Armadillo transmission
Irritable Bowel Syndrome,Disorder,gas; bloating; abdominal pain; mucus in stool; endocarditis; constipation; diarrhea,Medium,Gut-brain axis dysfunction; Infections; Food intolerances; Stress; Genetic factors; Gut microbiota changes
Strep Throat,Bacteria,rash; fever; sparganosis; white patches on tonsils; gangrene; swollen lymph nodes; sore throat; pyelonephritis,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Strep Throat,Bacteria,white patches on tonsils; rash; thalassemia; macracanthorhynchus; difficulty swallowing; sore throat; fever,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Migraine,Disease,taeniasis; sensitivity to sound; sensitivity to light; vomiting; severe headache; nausea,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Gonorrhea,Bacteria,sore throat; pelvic pain; abnormal discharge; takotsubo cardiomyopathy; macracanthorhynchus; rectal pain; painful urination; respiratory acidosis; testicular pain,Medium,Neisseria gonorrhoeae; Sexual transmission; Mother-to-child during birth
HIV/AIDS,Virus,weight loss; persistent cough; night sweats; fatigue; fever; vision changes; swollen lymph nodes,High,HIV virus infection; Unprotected sex; Shared needles; Mother-to-child transmission
Chickenpox,Virus,itching; fever; ARDS; rash; loss of appetite; fatigue; peripheral neuropathy; andrya; blisters,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Restless Legs Syndrome,Disorder,worse at night; hirsutism; uncomfortable sensations; urge to move legs; loss of appetite; difficulty concentrating; sleep disturbances; gigantorhynchus; daytime fatigue,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Fibromyalgia,Disorder,hymenolepis; sleep disturbances; peripheral artery disease; irritable bowel syndrome; headaches; fatigue,Medium,Genetic factors; Infections; Physical trauma; Stress; Abnormal pain processing; Hormonal changes
Coronary Artery Disease,Disease,nausea; chest pain; dizziness; fatigue; shortness of breath; Raynaud phenomenon,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Norovirus,Virus,headache; vomiting; irritability; diarrhea; fever; nausea; varicose veins,Medium,Norovirus infection; Contaminated food/water; Person-to-person contact
Epilepsy,Disease,fatigue; von willebrand disease; loss of consciousness; headache; confusion; osteoporosis; convulsions; seizures,High,Genetic factors; Brain injury; Infections; Stroke; Brain tumors; Developmental disorders
Rubella,Virus,rash; joint pain; clonorchiasis; runny nose; fever; headache; swollen lymph nodes,Medium,Rubella virus; Airborne transmission; Congenital transmission
Migraine,Disease,sensitivity to sound; nausea; parkinsonism; aura; vomiting; severe headache; pleural effusion; sensitivity to light,Medium,Genetic factors; Hormonal changes; Stress; Certain foods; Sleep changes; Environmental factors
Pertussis,Bacteria,severe cough; vomiting after cough; citotaenia; fever; fatigue; metabolic acidosis; whooping sound,High,Bordetella pertussis; Airborne transmission; Close contact
Botulism,Bacteria,drooping eyelids; slurred speech; muscle weakness; double vision; blurred vision; electrolyte imbalances,High,Clostridium botulinum toxin; Contaminated food; Wound infection; Infant intestinal infection
Attention Deficit Hyperactivity Disorder,Disorder,septic arthritis; impulsivity; forgetfulness; disorganization; varicocele; inattention; hyperactivity; difficulty following instructions,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Depression,Disease,elephantiasis; persistent sadness; difficulty concentrating; fatigue; sleep changes; loss of interest,Medium,Genetic factors; Brain chemistry; Stress; Trauma; Medical conditions; Substance abuse
Chickenpox,Virus,acromegaly; thalassemia; itching; fatigue; blisters; granulosus; rash; loss of appetite; fever,Medium,Varicella-zoster virus; Airborne transmission; Direct contact
Chlamydia,Bacteria,leishmaniasis; testicular pain; sore throat; pelvic pain; abnormal discharge; rectal pain; painful urination,Medium,Chlamydia trachomatis; Sexual transmission; Mother-to-child during birth
E. coli Infection,Bacteria,vomiting; bloody diarrhea; abdominal pain; fatigue; severe diarrhea; fever; sprains,High,E. coli bacteria; Contaminated food/water; Undercooked meat; Poor sanitation
Attention Deficit Hyperactivity Disorder,Disorder,difficulty following instructions; inattention; forgetfulness; hemothorax; hyperactivity; leishmaniasis; disorganization; impulsivity,Medium,Genetic factors; Brain structure differences; Environmental factors; Prenatal exposure to toxins; Low birth weight
Restless Legs Syndrome,Disorder,uncomfortable sensations; worse at night; daytime fatigue; urge to move legs; difficulty concentrating; pyelonephritis; sleep disturbances,Low,Genetic factors; Iron deficiency; Pregnancy; Chronic diseases; Medications; Caffeine
Coronary Artery Disease,Disease,dizziness; chest pain; fatigue; leishmaniasis; nausea; shortness of breath,High,Atherosclerosis; High cholesterol; Hypertension; Smoking; Diabetes; Family history
Influenza,Virus,abscess; fever; Raynaud phenomenon; body aches; sore throat; fatigue; headache,Medium,Influenza virus infection; Seasonal transmission; Airborne droplets
Strep Throat,Bacteria,swollen lymph nodes; white patches on tonsils; sore throat; fever; myasthenia gravis; rash; difficulty swallowing,Medium,Streptococcus bacteria; Direct contact; Airborne droplets
Dyslexia,Disorder,slow reading speed; poor comprehension; spelling problems; reading difficulties; phonological awareness issues; letter reversal,Low,Genetic factors; Brain structure differences; Prenatal exposure; Early childhood experiences
Sickle Cell Anemia,Disorder,shortness of breath; pain crises; burning sensation; fatigue; jaundice; moniezia; TIA; delayed growth,High,Genetic mutation; Inherited from both parents; African ancestry; Mediterranean ancestry
Syphilis,Bacteria,rash; difficulty swallowing; SIADH; joint pain; neurological symptoms; hair loss; fever; chancre sore; compartment syndrome,High,Treponema pallidum; Sexual transmission; Congenital transmission
Dengue,Virus,bleeding; severe headache; pain behind eyes; high fever; ascariasis; meningitis; joint pain; rash,High,Dengue virus; Mosquito transmission; Aedes mosquito bite
Multiple Sclerosis,Disease,dizziness; fatigue; weakness; neck pain; numbness; metabolic alkalosis; fractures; vision problems; difficulty walking; bladder problems,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Mumps,Virus,fever; headache; hoarseness; loss of appetite; muscle pain; swollen salivary glands; fatigue,Medium,Mumps virus; Airborne transmission; Saliva contact
Rotavirus,Virus,fever; abdominal pain; Buerger disease; ARDS; vomiting; dehydration,High,Rotavirus infection; Fecal-oral transmission; Contaminated surfaces
Multiple Sclerosis,Disease,weakness; difficulty walking; numbness; cryptosporidiosis; fatigue; dizziness; bladder problems; Buerger disease; vision problems,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
Multiple Sclerosis,Disease,hypothyroidism; bladder problems; weakness; dizziness; vision problems; sleepiness; difficulty walking,High,Autoimmune disorder; Genetic factors; Environmental factors; Vitamin D deficiency; Smoking
